track_name,track_artist,mood,track_popularity,energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,mode,key,duration_ms,acousticness,track_popularity
Thunder,"Gabry Ponte, LUM!X, Prezioso",angry,75,0.896,101.216,0.67,-4.673,0.344,0.403,0.058,3.21e-05,1,1,160000,0.0342,75
(It Goes Like) Nanana - Edit,Peggy Gou,happy,75,0.876,129.998,0.671,-5.681,0.0823,0.964,0.0352,0.188,0,7,231545,0.12,75
Baianá,Bakermat,other,75,0.722,121.964,0.587,-6.983,0.543,0.466,0.0709,0.668,0,2,180843,0.000754,75
Supernova Love,"IVE, David Guetta",happy,74,0.886,120.032,0.655,-5.227,0.277,0.778,0.0502,0.0,0,10,199505,0.066,74
Forever Young,"David Guetta, Alphaville, Ava Max",other,77,0.655,129.89,0.558,-5.476,0.0854,0.39,0.0379,0.0,1,0,156923,0.208,77
Mwaki,"Zerb, Sofiya Nzau",other,74,0.637,120.033,0.847,-8.751,0.121,0.0509,0.0587,0.201,0,7,208135,0.201,74
Alibi (feat. Rudimental),"Ella Henderson, Rudimental",angry,74,0.793,87.024,0.545,-3.615,0.335,0.411,0.0371,0.00281,0,0,184852,0.191,74
Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",other,73,0.647,117.737,0.581,-7.335,0.304,0.257,0.0614,0.0502,0,11,139384,0.0778,73
21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",happy,73,0.785,123.96,0.621,-4.499,0.0512,0.779,0.11,5.92e-06,1,6,155253,0.0165,73
K.O.,"LAVINIA, Ely Oaks",happy,72,0.841,129.973,0.714,-5.942,0.596,0.865,0.0641,0.366,0,5,137223,0.0622,72
Move Your Body,"Öwnboss, Sevek",hype,72,0.821,125.051,0.848,-5.408,0.0962,0.249,0.0527,0.000403,0,2,157445,0.0169,72
Around The World,"Niklas Dee, René Miller",angry,72,0.855,75.031,0.605,-4.414,0.098,0.302,0.329,0.000709,0,10,140987,0.473,72
Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",hype,71,0.782,127.034,0.763,-4.541,0.293,0.502,0.0346,7.08e-06,0,7,177689,0.182,71
Good Love,"Hannah Laing, RoRo",hype,71,0.821,140.039,0.777,-4.963,0.218,0.439,0.0595,0.0042,1,1,169535,0.14,71
Never Walk Alone,"BLOND:ISH, Stevie Appleton",happy,71,0.594,129.995,0.853,-6.823,0.0469,0.83,0.0371,0.134,0,6,188360,0.052,71
adore u,"Fred again.., Obongjayar",happy,70,0.867,124.015,0.747,-7.311,0.114,0.684,0.088,0.00413,1,0,220653,0.582,70
Hold On Me,"Kygo, Sandro Cavazza",other,68,0.606,123.006,0.567,-6.543,0.0686,0.314,0.0438,0.0,0,10,171785,0.0801,68
Makeba - Ian Asher Remix,"Jain, Ian Asher",happy,69,0.937,123.993,0.651,-4.078,0.119,0.666,0.0468,0.0975,1,7,125179,0.236,69
Tantalizing,"Tiësto, Soaky Siren",hype,69,0.888,123.031,0.671,-4.285,0.0951,0.412,0.0412,0.0106,0,10,146341,0.0022,69
World Gone Wild (feat. Sam Martin),"Robin Schulz, CYRIL, Sam Martin",other,69,0.714,127.993,0.634,-7.529,0.374,0.409,0.104,0.0025,1,7,146523,0.00882,69
Whistle (feat. Calum Scott),"Jax Jones, Calum Scott",hype,69,0.897,124.025,0.689,-4.487,0.0676,0.582,0.034,4.6e-06,0,10,181957,0.145,69
Born To Love Ya,"Gabry Ponte, Sean Paul, NATTI NATASHA",happy,69,0.863,130.02,0.652,-4.853,0.6,0.805,0.0523,0.0,0,7,155077,0.0921,69
Love Is The Only Thing,Lost Frequencies,other,68,0.688,127.938,0.608,-8.597,0.08,0.214,0.0499,0.00736,0,5,171094,0.0554,68
2 Times,"Dimitri Vegas, Steve Aoki, Ann Lee, Sound Of Legend",angry,68,0.951,74.973,0.772,-3.375,0.036,0.4,0.271,0.000738,0,9,152000,0.0634,68
Deep In Your Love,"Alok, Bebe Rexha",hype,68,0.88,130.085,0.588,-5.15,0.0667,0.523,0.0354,6.89e-05,1,7,144649,0.0243,68
Happier (feat. Clementine Douglas),"The Blessed Madonna, Clementine Douglas",happy,68,0.831,126.056,0.785,-3.681,0.086,0.673,0.0444,0.0105,1,0,170359,0.0038,68
Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea",happy,68,0.8,119.984,0.724,-5.468,0.0823,0.925,0.0541,9.38e-05,0,5,227283,0.0103,68
You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",sad,70,0.392,75.066,0.599,-6.869,0.131,0.26,0.0257,0.000107,0,10,282813,0.378,70
Roses,"The Chainsmokers, ROZES",other,71,0.802,100.001,0.713,-7.055,0.309,0.343,0.0561,0.00377,1,4,226739,0.0435,71
Alone,Marshmello,hype,68,0.953,141.99,0.631,-3.739,0.108,0.422,0.0343,0.0155,1,2,273803,0.0241,68
Hold Me,Lavern,other,72,0.942,120.0,0.762,-6.432,0.115,0.038,0.038,0.764,0,9,140000,0.586,72
El Listón De Tu Pelo,Los Ángeles Azules,other,71,0.432,81.109,0.695,-8.195,0.296,0.765,0.0479,0.0,0,11,216107,0.312,71
17 Años,Los Ángeles Azules,other,68,0.483,90.941,0.738,-9.097,0.086,0.774,0.0526,0.0,1,0,181307,0.467,68
Piensa En Mí,Grupo Mojado,other,73,0.538,80.096,0.72,-8.874,0.0654,0.805,0.0455,0.0,1,10,177040,0.348,73
+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",happy,84,0.712,91.98,0.848,-3.574,0.106,0.692,0.0981,0.0,0,1,298131,0.221,84
Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",happy,73,0.681,99.998,0.725,-5.277,0.107,0.762,0.0376,0.0,0,8,230526,0.318,73
PELIGROSA,FloyyMenor,other,83,0.519,100.025,0.763,-7.426,0.0816,0.804,0.0636,6.42e-06,0,6,134930,0.22,83
SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",other,72,0.616,104.008,0.773,-4.516,0.145,0.25,0.0416,4.24e-05,1,0,190107,0.0565,72
ADIVINO,"Myke Towers, Bad Bunny",other,77,0.854,117.994,0.786,-2.4,0.106,0.522,0.0741,2.39e-05,0,10,278644,0.169,77
REINA,"Mora, SAIKO",happy,71,0.578,167.985,0.724,-7.117,0.0943,0.757,0.0819,1.06e-06,1,10,211879,0.632,71
PERRO NEGRO,"Bad Bunny, Feid",angry,84,0.778,96.057,0.911,-2.248,0.179,0.345,0.262,2.16e-05,1,5,162768,0.0887,84
HIBIKI,"Bad Bunny, Mora",other,70,0.645,119.935,0.801,-5.605,0.118,0.528,0.0706,0.0,0,6,208000,0.604,70
MONACO,Bad Bunny,other,77,0.621,139.056,0.787,-5.009,0.58,0.13,0.068,0.000402,0,4,267194,0.15,77
FINA,"Bad Bunny, Young Miko",other,73,0.724,94.601,0.847,-5.41,0.118,0.396,0.298,1.11e-06,1,1,216328,0.0869,73
DILUVIO,Rauw Alejandro,happy,81,0.795,94.969,0.845,-3.502,0.224,0.681,0.0681,1.78e-05,0,9,197053,0.343,81
QLONA,"KAROL G, Peso Pluma",other,83,0.738,169.918,0.841,-7.455,0.0892,0.484,0.307,0.0,0,7,172798,0.52,83
WHERE SHE GOES,Bad Bunny,hype,74,0.8,143.978,0.652,-4.019,0.112,0.234,0.0614,0.629,0,9,231704,0.143,74
Coco Chanel,"Eladio Carrion, Bad Bunny",happy,73,0.706,140.017,0.863,-5.555,0.0786,0.686,0.103,4.43e-05,0,3,208125,0.143,73
La Jumpa,"Arcángel, Bad Bunny",other,69,0.703,123.06,0.713,-5.769,0.321,0.576,0.194,0.0,1,8,255693,0.298,69
Me Porto Bonito,"Bad Bunny, Chencho Corleone",other,81,0.712,92.005,0.911,-5.105,0.0933,0.425,0.0817,2.68e-05,0,1,178567,0.0901,81
Andrea,"Bad Bunny, Buscabulla",other,74,0.616,103.071,0.797,-10.229,0.0979,0.451,0.375,0.000293,0,1,339612,0.762,74
Efecto,Bad Bunny,other,79,0.475,98.047,0.801,-8.797,0.0639,0.234,0.0516,1.73e-05,0,7,213061,0.141,79
Tití Me Preguntó,Bad Bunny,other,79,0.715,106.672,0.65,-5.198,0.126,0.187,0.253,0.000291,0,5,243717,0.0993,79
Tarot,"Bad Bunny, JHAYCO",other,76,0.684,114.011,0.795,-3.971,0.658,0.419,0.0419,0.0,0,11,237895,0.0225,76
La Corriente,"Bad Bunny, Tony Dize",hype,73,0.786,196.12,0.663,-3.51,0.219,0.579,0.195,0.0,0,11,198367,0.229,73
MEMORIAS,"Mora, JHAYCO",other,73,0.707,127.963,0.771,-6.404,0.0745,0.317,0.055,0.0,0,2,228750,0.389,73
Pa' Que Retozen,Tego Calderón,happy,78,0.856,91.995,0.815,-3.825,0.244,0.872,0.122,8.34e-05,0,1,151667,0.4,78
Volví,"Aventura, Bad Bunny",happy,74,0.86,175.896,0.725,-3.726,0.0674,0.791,0.182,0.000284,1,1,230125,0.422,74
Volando - Remix,"Mora, Bad Bunny, Sech",other,73,0.688,153.979,0.659,-4.649,0.113,0.632,0.0673,0.0,1,6,273474,0.207,73
Yonaguni,Bad Bunny,other,75,0.648,179.951,0.644,-4.601,0.135,0.44,0.118,0.0,1,1,206710,0.276,75
TE MUDASTE,Bad Bunny,other,72,0.637,92.025,0.811,-4.835,0.118,0.471,0.0591,0.000572,0,10,130014,0.234,72
LA NOCHE DE ANOCHE,"Bad Bunny, ROSALÍA",other,74,0.618,81.993,0.856,-4.892,0.0866,0.391,0.286,0.0,1,7,203201,0.0303,74
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",other,69,0.759,91.952,0.78,-3.292,0.143,0.579,0.225,0.000868,1,1,201040,0.462,69
DÁKITI,"Bad Bunny, JHAYCO",other,75,0.573,109.928,0.731,-10.059,0.113,0.145,0.0544,5.22e-05,0,4,205090,0.401,75
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",happy,74,0.765,174.021,0.691,-4.727,0.203,0.855,0.111,3.29e-06,1,8,246000,0.464,74
Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",happy,72,0.829,96.172,0.607,-4.074,0.107,0.685,0.379,0.0,1,2,295177,0.0103,72
La Difícil,Bad Bunny,happy,70,0.848,179.87,0.685,-4.561,0.0783,0.761,0.0858,7.14e-06,0,8,163084,0.0861,70
A Tu Merced,Bad Bunny,happy,73,0.791,92.023,0.86,-4.784,0.106,0.887,0.0568,0.000106,1,0,175918,0.169,73
Si Veo a Tu Mamá,Bad Bunny,happy,74,0.603,129.928,0.9,-5.313,0.134,0.824,0.0646,4.81e-06,1,2,170972,0.402,74
La Zona,Bad Bunny,happy,68,0.801,93.992,0.762,-3.661,0.254,0.81,0.0409,7.04e-05,0,1,136893,0.2,68
Yo Perreo Sola,Bad Bunny,other,69,0.758,97.014,0.86,-5.16,0.344,0.453,0.0695,6.54e-05,1,11,172127,0.021,69
Fantasias,"Rauw Alejandro, Farruko",happy,71,0.703,94.004,0.879,-4.219,0.0569,0.788,0.0701,0.0,1,1,199711,0.143,71
Velitas,"Darell, Brytiago",romantic,70,0.596,165.951,0.819,-7.009,0.138,0.622,0.318,1.19e-06,1,2,225542,0.225,70
LA CANCIÓN,"J Balvin, Bad Bunny",other,82,0.646,176.088,0.756,-5.795,0.108,0.429,0.319,1.81e-05,1,7,242573,0.152,82
QUE PRETENDES,"J Balvin, Bad Bunny",happy,75,0.791,92.603,0.639,-4.443,0.362,0.933,0.254,0.0,0,10,222347,0.0275,75
Callaita,"Bad Bunny, Tainy",other,72,0.624,176.169,0.61,-4.773,0.243,0.244,0.309,2.12e-06,1,2,250534,0.6,72
Con Altura,"ROSALÍA, J Balvin, El Guincho",happy,69,0.689,97.963,0.882,-4.027,0.0501,0.746,0.124,0.00325,1,6,161627,0.39,69
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",other,69,0.647,95.982,0.857,-4.152,0.0842,0.553,0.0984,1.2e-06,0,11,267500,0.391,69
Con Calma,"Daddy Yankee, Snow",happy,76,0.86,93.989,0.737,-2.652,0.0574,0.656,0.0593,1.94e-06,0,8,193227,0.11,76
Mayores,"Becky G, Bad Bunny",happy,70,0.836,96.993,0.746,-4.336,0.116,0.874,0.0445,0.00291,0,5,203187,0.145,70
512,"Mora, JHAYCO",happy,74,0.673,87.961,0.818,-7.542,0.172,0.695,0.148,0.0,0,4,193636,0.348,74
Ay Vamos,J Balvin,happy,72,0.711,173.916,0.718,-5.746,0.1,0.92,0.11,5.52e-05,0,8,226413,0.157,72
Borro Cassette,Maluma,happy,82,0.701,175.95,0.73,-5.885,0.151,0.785,0.106,0.0,0,5,207307,0.132,82
6 AM,"J Balvin, Farruko",happy,69,0.746,175.965,0.746,-5.046,0.274,0.733,0.102,0.0,0,5,243227,0.152,69
Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",happy,69,0.681,140.006,0.807,-6.268,0.0962,0.676,0.0983,0.0,1,11,297485,0.423,69
Sigue Bailandome,"Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers",happy,70,0.69,106.034,0.799,-7.252,0.143,0.682,0.1,0.001,1,7,352442,0.282,70
No Es Justo,"J Balvin, Zion & Lennox",happy,69,0.812,87.864,0.683,-4.493,0.0872,0.724,0.0711,0.000404,1,7,250840,0.161,69
Una Vez,"Bad Bunny, Mora",romantic,74,0.598,83.836,0.55,-5.402,0.0955,0.543,0.0831,2.58e-06,0,11,232496,0.132,74
Una Locura,"Ozuna, J Balvin, Chencho Corleone",happy,69,0.761,168.022,0.714,-4.596,0.241,0.906,0.0427,0.00035,0,5,230693,0.139,69
Bandido,"Myke Towers, Juhn",happy,70,0.617,168.021,0.713,-4.637,0.0962,0.682,0.0887,0.0,1,8,232853,0.122,70
UN PESO,"J Balvin, Bad Bunny, Marciano Cantero",happy,75,0.675,79.31,0.627,-7.125,0.0784,0.961,0.212,0.0,0,5,277107,0.125,75
EL MAKINON,"KAROL G, Mariah Angeliq",angry,70,0.706,88.863,0.635,-3.224,0.108,0.443,0.125,0.0,0,5,209160,0.256,70
Pepas,Farruko,hype,76,0.766,130.001,0.762,-3.955,0.128,0.442,0.0343,6.98e-05,1,7,287120,0.00776,76
ALMAS GEMELAS,Myke Towers,happy,69,0.745,94.979,0.793,-4.579,0.293,0.716,0.0571,0.000189,1,7,235411,0.182,69
Bichiyal,"Bad Bunny, Yaviah",happy,70,0.766,93.956,0.737,-4.242,0.114,0.662,0.0458,6.63e-06,0,10,196500,0.31,70
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",other,70,0.703,169.888,0.639,-6.33,0.0865,0.138,0.0794,1.78e-06,0,4,207301,0.0889,70
MAMIII,"Becky G, KAROL G",happy,69,0.7,93.991,0.843,-3.563,0.14,0.899,0.0803,0.0,0,4,226088,0.0934,69
Desesperados,"Rauw Alejandro, Chencho Corleone",other,68,0.694,90.02,0.869,-3.35,0.0878,0.511,0.0783,0.00125,0,1,224997,0.356,68
Te Felicito,"Shakira, Rauw Alejandro",other,70,0.636,174.14,0.695,-4.654,0.081,0.575,0.317,0.0,1,5,172235,0.234,70
Después de la Playa,Bad Bunny,other,71,0.903,78.293,0.564,-3.221,0.175,0.607,0.307,0.0,1,5,230400,0.356,71
Moscow Mule,Bad Bunny,other,79,0.674,99.968,0.804,-5.453,0.115,0.292,0.0333,1.18e-06,0,5,245940,0.294,79
Agosto,Bad Bunny,happy,71,0.584,115.018,0.849,-8.195,0.492,0.724,0.115,6.18e-06,0,1,139041,0.0929,71
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",other,70,0.673,181.891,0.655,-5.98,0.0753,0.342,0.308,0.0,0,0,249520,0.473,70
GATÚBELA,"KAROL G, Maldy",angry,68,0.858,92.523,0.627,-2.824,0.21,0.342,0.386,0.0,0,11,209160,0.263,68
¿Qué Nos Pasó?,Anuel AA,other,71,0.694,95.0,0.703,-4.808,0.12,0.298,0.0607,5.8e-06,0,3,245739,0.436,71
LA INOCENTE,"Mora, Feid",angry,78,0.789,91.911,0.757,-3.46,0.0717,0.464,0.0583,0.0,0,5,202174,0.307,78
Sexo Virtual,Rauw Alejandro,angry,70,0.739,179.879,0.704,-3.286,0.0856,0.425,0.112,1.93e-05,1,8,208292,0.328,70
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",other,70,0.846,98.026,0.734,-3.425,0.235,0.604,0.0489,1.74e-06,0,9,209884,0.166,70
Gato de Noche,"Ñengo Flow, Bad Bunny",other,68,0.662,93.976,0.892,-3.894,0.363,0.607,0.162,1.24e-06,1,8,227013,0.169,68
La Bebe - Remix,"Yng Lvcas, Peso Pluma",romantic,79,0.479,169.922,0.812,-5.678,0.0756,0.559,0.333,1.21e-06,0,2,234353,0.213,79
QUEMA,"Ryan Castro, Peso Pluma, SOG",happy,74,0.892,97.008,0.791,-2.58,0.0609,0.916,0.0521,0.000355,1,0,150619,0.0509,74
LALA,Myke Towers,other,82,0.737,91.986,0.708,-4.045,0.0955,0.607,0.0436,0.00162,1,1,197920,0.0739,82
Lollipop,Darell,happy,71,0.711,102.984,0.822,-4.943,0.083,0.934,0.0668,1.46e-05,1,6,199947,0.179,71
Pa Ti Estoy,"Ozuna, Anuel AA, Chris Jedi",happy,72,0.812,162.087,0.785,-3.174,0.107,0.903,0.0644,0.0,1,3,206103,0.147,72
Corazón Roto - Remix,"Brray, JHAYCO, Ryan Castro",happy,69,0.794,92.998,0.843,-4.686,0.25,0.796,0.0426,1.22e-06,0,1,275040,0.226,69
El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",happy,68,0.769,167.969,0.771,-3.504,0.345,0.931,0.0694,1.57e-05,0,0,289899,0.18,68
BELLAKEO,"Peso Pluma, Anitta",hype,75,0.88,180.011,0.72,-2.834,0.153,0.463,0.101,0.06,1,9,197333,0.0562,75
Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",happy,72,0.672,93.999,0.817,-5.612,0.13,0.774,0.299,0.0,0,11,332240,0.441,72
Nada,"Cazzu, Lyanno, Rauw Alejandro, Dalex",other,71,0.543,98.992,0.898,-8.317,0.338,0.359,0.121,0.000623,0,6,305114,0.343,71
Santa,"Rvssian, Rauw Alejandro, Ayra Starr",other,79,0.709,99.993,0.725,-5.017,0.114,0.648,0.129,0.000189,0,3,193039,0.321,79
Guay,"Ozuna, Bad Gyal",other,69,0.766,96.037,0.88,-2.906,0.382,0.594,0.0505,1.79e-05,0,1,210788,0.0881,69
HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",other,69,0.671,169.727,0.714,-5.119,0.325,0.641,0.362,0.0,1,5,229827,0.292,69
BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",other,75,0.617,173.97,0.703,-5.696,0.433,0.486,0.151,6.11e-06,1,5,275862,0.215,75
SI NO ES CONTIGO,Cris Mj,happy,85,0.626,100.02,0.763,-5.637,0.205,0.78,0.0433,0.225,0,5,156171,0.0859,85
Gata Only,"FloyyMenor, Cris Mj",romantic,87,0.499,99.986,0.791,-8.472,0.0899,0.669,0.0509,2.41e-05,0,8,222000,0.446,87
ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",romantic,75,0.476,129.992,0.793,-10.515,0.115,0.578,0.0406,0.0,0,5,194769,0.132,75
Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",other,70,0.71,92.009,0.535,-2.978,0.141,0.523,0.324,0.0,0,1,212653,0.428,70
Si Antes Te Hubiera Conocido,KAROL G,happy,93,0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,0.000594,1,11,195824,0.446,93
NEL,Fuerza Regida,other,88,0.482,100.029,0.69,-6.335,0.0728,0.356,0.2,0.0004,0,7,149074,0.523,88
Que Se Cuide,"Luis R Conriquez, Joel De La P, Chimbala",happy,71,0.779,128.028,0.937,-3.539,0.0408,0.95,0.329,6.85e-05,0,4,155625,0.22,71
Mejores Jordans,"Victor Mendivil, Oscar Maydon",other,83,0.583,115.221,0.669,-8.949,0.1,0.271,0.269,2.54e-06,1,1,234716,0.603,83
APAGA EL CEL,"FloyyMenor, Lewis Somes",other,76,0.496,100.025,0.696,-7.532,0.0626,0.476,0.0365,0.000397,0,9,184806,0.273,76
CLASSY 101,"Feid, Young Miko",happy,79,0.665,100.09,0.858,-4.772,0.119,0.659,0.152,0.0,1,11,195587,0.126,79
LUNA,"Feid, ATL Jacob",angry,88,0.86,100.019,0.774,-2.888,0.116,0.446,0.13,0.0,0,7,196800,0.131,88
TU TA RICA,"FloyyMenor, Lewis Somes",romantic,76,0.507,99.994,0.755,-6.76,0.18,0.606,0.0684,1.82e-05,0,3,124806,0.293,76
Parado no Bailão,"MC L da Vinte, MC Gury",other,73,0.599,86.533,0.828,-1.624,0.0775,0.478,0.149,0.0,1,11,171692,0.381,73
Se Voce Nao Quer Passa a Vez,"Mc Delux, DJ Guih Da ZO",hype,70,0.827,129.949,0.956,1.295,0.423,0.614,0.222,0.000259,1,9,133846,0.136,70
BRAZILIAN DANÇA PHONK,"6YNTHMANE, RXDXVIL",hype,72,0.99,126.015,0.748,-2.39,0.267,0.386,0.151,0.132,1,1,118194,0.303,72
MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",happy,77,0.803,130.028,0.877,-3.195,0.087,0.795,0.0507,0.056,1,9,61673,0.734,77
Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",romantic,72,0.413,130.078,0.92,-7.901,0.133,0.679,0.0752,0.0514,0,7,138462,0.504,72
Te Maceto Depois Do Baile,"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",happy,69,0.789,130.053,0.89,-1.826,0.192,0.758,0.428,0.0,1,11,199615,0.147,69
MTG QUEM NÃO QUER SOU EU,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",other,77,0.427,80.492,0.492,-6.37,0.53,0.443,0.372,0.00482,0,9,123692,0.364,77
Ela Joga na Hora,"Mc Pogba, DJ Guih Da ZO",happy,78,0.669,130.05,0.949,-3.922,0.169,0.843,0.222,0.000592,0,2,132923,0.36,78
THE BOX MEDLEY FUNK 2,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",happy,78,0.687,117.008,0.778,-8.568,0.356,0.839,0.105,0.0105,0,11,266667,0.578,78
Louca Encubada,"Dj Samir, Rodricci, Launch13",happy,71,0.955,130.068,0.679,-3.715,0.125,0.713,0.0437,0.235,1,6,119221,0.000737,71
DANÇA PRA ME PROVOCAR,"DJ JOÃO PEREIRA, MC Koringa",happy,68,0.582,84.917,0.615,-0.93,0.0791,0.892,0.364,6.55e-05,1,6,157216,0.269,68
Tá OK,"DENNIS, MC Kevin o Chris",hype,71,0.96,130.118,0.863,-1.458,0.0853,0.586,0.0492,0.00526,1,11,92093,0.497,71
WHINE IN BRAZIL FUNK,Ichiss,other,72,0.907,117.054,0.863,-5.077,0.182,0.304,0.295,0.000813,0,4,107971,0.0683,72
TUMBÁTUM,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",happy,70,0.59,86.429,0.711,-5.967,0.0798,0.702,0.271,1.83e-06,0,6,121384,0.26,70
Onlar Anlamaz Halden,Semicenk,sad,75,0.327,90.025,0.707,-17.176,0.155,0.181,0.0687,0.0148,0,0,176000,0.185,75
Geçiyor Zaman,Semicenk,other,75,0.729,98.022,0.629,-5.235,0.253,0.427,0.0379,7.75e-05,0,7,154286,0.431,75
Kader Sağ Olsun,Semicenk,other,70,0.656,120.001,0.685,-8.028,0.318,0.556,0.0411,0.0,0,7,172000,0.702,70
Küle Dönmüşsün,"Semicenk, Doğu Swag",happy,72,0.606,95.056,0.831,-4.84,0.0973,0.883,0.0626,1.04e-06,0,8,146526,0.684,72
Önümüz Yaz,Simge,happy,74,0.914,108.02,0.726,-4.226,0.54,0.839,0.0802,0.0,1,7,181518,0.0758,74
Kafamın İçi,"Ebru Yaşar, Siyam, Zeyd",other,68,0.724,78.753,0.536,-6.84,0.116,0.587,0.152,0.0,0,9,142000,0.748,68
Lan,Zeynep Bastık,other,69,0.622,204.028,0.406,-7.647,0.309,0.567,0.0648,1.35e-05,0,3,196075,0.497,69
Self Care,Mac Miller,other,73,0.538,141.894,0.52,-8.109,0.119,0.177,0.206,0.00187,1,1,345133,0.367,73
"I'm Good Luv, Enjoy.",Aaron May,happy,75,0.586,130.012,0.891,-4.665,0.213,0.954,0.121,0.0,1,11,134548,0.0833,75
Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",other,92,0.722,119.973,0.769,-5.485,0.111,0.57,0.0507,2.56e-06,0,11,256000,0.0584,92
Doomsday,"MF DOOM, Pebbles The Invisible Girl",happy,72,0.84,95.416,0.856,-7.736,0.0773,0.792,0.334,0.0,0,6,298053,0.0973,72
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown",angry,87,0.818,97.571,0.373,-3.19,0.434,0.361,0.102,0.0,0,3,253834,0.36,87
Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",other,72,0.803,67.536,0.284,-5.293,0.242,0.553,0.173,0.0,0,2,323960,0.302,72
A Cold Sunday,Lil Yachty,happy,72,0.86,76.54,0.575,-3.165,0.0973,0.834,0.23,0.0,0,9,107314,0.298,72
infinity (888) - feat. Joey Bada$$,"XXXTENTACION, Joey Bada$$",other,70,0.579,84.143,0.562,-6.788,0.102,0.577,0.484,0.0,0,10,176591,0.274,70
MY EYES,Travis Scott,other,82,0.621,119.043,0.455,-7.694,0.123,0.28,0.0517,2.59e-06,0,0,251250,0.651,82
Devil In A New Dress,"Kanye West, Rick Ross",angry,76,0.76,80.082,0.435,-4.935,0.158,0.206,0.0721,0.0,0,8,351947,0.0175,76
Love Yourz,J. Cole,other,73,0.638,82.81,0.677,-8.631,0.193,0.435,0.333,0.0,1,8,211497,0.589,73
Go Flex,Post Malone,other,72,0.498,81.958,0.665,-8.185,0.0757,0.127,0.083,0.0,1,5,179613,0.23,72
Champagne Shots,Sainté,other,68,0.441,135.028,0.942,-11.448,0.138,0.925,0.469,0.0,1,11,144000,0.493,68
Rich Spirit,Kendrick Lamar,other,73,0.421,95.977,0.852,-9.153,0.106,0.457,0.208,2.28e-06,0,10,202285,0.428,73
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",other,84,0.652,141.981,0.47,-9.629,0.175,0.104,0.0561,4.08e-05,1,2,190286,0.0831,84
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",other,84,0.574,120.013,0.669,-6.442,0.146,0.273,0.0286,0.00294,0,4,196400,0.0175,84
Righteous Minds,Joey Bada$$,other,68,0.638,94.893,0.809,-5.646,0.453,0.608,0.28,0.0,0,8,224043,0.262,68
Everybody Dies In Their Nightmares,XXXTENTACION,happy,81,0.57,129.953,0.734,-7.066,0.112,0.689,0.133,2.14e-05,0,7,95467,0.847,81
It Was A Good Day,Ice Cube,happy,78,0.744,82.356,0.798,-5.328,0.292,0.794,0.136,0.000106,0,7,260000,0.33,78
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",happy,73,0.653,142.347,0.493,-5.666,0.511,0.852,0.0466,0.0,0,0,121573,0.269,73
