track_name,track_artist,mood,track_popularity,energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,mode,key,duration_ms,acousticness,track_popularity
Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",hype,76,0.915,126.094,0.544,-3.405,0.115,0.51,0.0841,0.000914,1,8,184280,0.129,76
Dancin (feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",other,75,0.741,119.896,0.72,-6.529,0.289,0.357,0.0287,1.41e-05,0,10,198053,0.101,75
One More Time,Daft Punk,other,74,0.697,122.746,0.613,-8.618,0.332,0.476,0.133,0.0,1,2,320357,0.0194,74
Firestone,"Kygo, Conrad Sewell",other,74,0.634,113.927,0.704,-7.374,0.0952,0.411,0.0428,3.17e-05,0,11,271640,0.393,74
Perfect Strangers,"Jonas Blue, JP Cooper",happy,74,0.861,117.965,0.73,-4.1,0.213,0.704,0.0451,0.0,1,1,196613,0.39,74
Love Tonight (David Guetta Remix Edit),"Shouse, David Guetta",hype,74,0.989,126.002,0.621,-4.225,0.184,0.0348,0.0434,0.357,0,10,158095,0.015,74
Runaway (U & I),Galantis,hype,74,0.805,126.008,0.506,-4.119,0.0856,0.383,0.0469,0.00193,1,1,227074,0.00711,74
Middle,"DJ Snake, Bipolar Sunshine",other,73,0.695,104.879,0.583,-5.336,0.0527,0.224,0.0423,0.0,1,9,220573,0.0138,73
Infinity 2008 - Klaas Vocal Edit,"Guru Josh Project, Klaas",other,73,0.862,128.036,0.498,-6.02,0.352,0.469,0.0588,0.00918,0,7,192294,0.000313,73
King,Olly Alexander (Years & Years),angry,73,0.857,119.975,0.56,-4.145,0.381,0.432,0.0384,0.0,0,4,215360,0.0594,73
Clarity,"Zedd, Foxes",hype,73,0.781,128.0,0.509,-3.48,0.0749,0.176,0.072,0.0,1,8,271427,0.0398,73
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",other,73,0.73,85.979,0.596,-4.091,0.325,0.525,0.151,0.0,1,9,192560,0.24,73
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"Felix Jaehn, Jasmine Thompson",other,73,0.568,117.973,0.78,-6.96,0.0698,0.459,0.031,0.000168,0,2,186147,0.668,73
Hear Me Now,"Alok, Zeeba, Bruno Martini",other,73,0.463,121.999,0.778,-7.603,0.0731,0.496,0.0389,0.00289,1,11,194840,0.546,73
ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",other,73,0.774,112.05,0.674,-7.567,0.393,0.33,0.0892,0.00188,0,11,176547,0.0686,73
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",hype,72,0.81,126.052,0.572,-5.791,0.13,0.11,0.0558,6.53e-06,0,1,214912,0.0157,72
Dynamite,Taio Cruz,happy,72,0.781,119.977,0.751,-3.724,0.036,0.814,0.0862,0.0,1,4,202613,0.0039,72
Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",romantic,72,0.586,120.97,0.799,-6.735,0.193,0.549,0.0377,2.03e-06,1,11,227833,0.162,72
Breaking Me,"Topic, A7S",happy,72,0.72,122.031,0.789,-5.652,0.129,0.664,0.218,0.0,0,8,166794,0.223,72
The Business,Tiësto,other,72,0.62,120.031,0.798,-7.079,0.112,0.235,0.232,0.0192,0,8,164000,0.414,72
Stay,"Zedd, Alessia Cara",other,73,0.622,102.04,0.69,-5.025,0.116,0.544,0.0622,0.0,0,5,210091,0.253,73
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",angry,72,0.736,130.011,0.75,-4.168,0.265,0.355,0.155,0.0,0,5,262147,0.0202,72
Roses,"The Chainsmokers, ROZES",other,71,0.802,100.001,0.713,-7.055,0.309,0.343,0.0561,0.00377,1,4,226739,0.0435,71
I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",happy,71,0.906,125.916,0.711,-2.671,0.153,0.824,0.0284,1.64e-05,1,8,157153,0.00952,71
Play Hard (feat. Ne-Yo & Akon),"David Guetta, Ne-Yo, Akon",happy,71,0.921,130.072,0.691,-1.702,0.331,0.8,0.0533,0.0,0,8,201000,0.173,71
Around the World,Daft Punk,happy,71,0.795,121.294,0.956,-5.311,0.0906,0.841,0.15,0.889,1,7,429533,0.00356,71
This Is What It Feels Like,"Armin van Buuren, Trevor Guthrie",hype,70,0.833,129.885,0.551,-5.217,0.0632,0.145,0.03,2.77e-06,1,8,204360,0.0391,70
I'm an Albatraoz,"AronChupa, Little Sis Nora",hype,70,0.817,128.078,0.883,-5.414,0.11,0.595,0.235,0.00449,1,0,166849,0.601,70
Heroes (we could be),"Alesso, Tove Lo",angry,70,0.748,125.896,0.503,-4.124,0.343,0.356,0.0619,0.0,1,5,210013,0.0305,70
You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",sad,70,0.392,75.066,0.599,-6.869,0.131,0.26,0.0257,0.000107,0,10,282813,0.378,70
Lose Control,Teddy Swims,other,81,0.604,159.92,0.561,-4.409,0.104,0.242,0.0337,1.9e-05,1,9,210689,0.199,81
Let Me Go,Daniel Caesar,other,70,0.473,152.88,0.591,-8.122,0.108,0.451,0.0708,0.00334,0,7,216524,0.694,70
Die With A Smile,"Lady Gaga, Bruno Mars",romantic,100,0.592,157.969,0.521,-7.777,0.122,0.535,0.0304,0.0,0,6,251668,0.308,100
BIRDS OF A FEATHER,Billie Eilish,other,97,0.507,104.978,0.747,-10.171,0.117,0.438,0.0358,0.0608,1,2,210373,0.2,97
"Good Luck, Babe!",Chappell Roan,happy,94,0.582,116.712,0.7,-5.96,0.0881,0.785,0.0356,0.0,0,11,218424,0.0502,94
Espresso,Sabrina Carpenter,happy,90,0.76,103.969,0.701,-5.478,0.185,0.69,0.0285,6.54e-05,1,0,175459,0.107,90
Lose Control,Teddy Swims,other,89,0.604,159.92,0.561,-4.409,0.104,0.242,0.0337,1.9e-05,1,9,210689,0.199,89
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",hype,88,0.882,148.038,0.569,-2.777,0.142,0.201,0.06,0.0,0,3,191701,0.0316,88
Stargazing,Myles Smith,other,88,0.601,123.994,0.635,-6.129,0.11,0.332,0.0295,0.0,0,1,172533,0.246,88
HOT TO GO!,Chappell Roan,happy,88,0.757,139.982,0.742,-4.981,0.305,0.957,0.0421,0.0,1,6,184841,0.0187,88
Not Like Us,Kendrick Lamar,other,88,0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0.0,1,1,274192,0.0107,88
Slow It Down,Benson Boone,romantic,87,0.583,181.489,0.432,-4.682,0.0933,0.544,0.0687,0.0,1,8,161831,0.174,87
A Bar Song (Tipsy),Shaboozey,other,86,0.709,81.012,0.722,-4.95,0.0804,0.604,0.0273,0.0,1,9,171292,0.0633,86
Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",happy,86,0.782,119.992,0.727,-8.529,0.225,0.655,0.042,0.336,0,8,177599,0.0563,86
Big Dawgs,"Hanumankind, Kalmi",angry,85,0.745,180.098,0.464,-3.202,0.363,0.262,0.161,0.0,0,4,190667,0.0235,85
Please Please Please,Sabrina Carpenter,romantic,88,0.586,107.071,0.669,-6.073,0.104,0.579,0.054,0.0,1,9,186365,0.274,88
I'm Good (Blue),"David Guetta, Bebe Rexha",hype,85,0.965,128.04,0.561,-3.673,0.371,0.304,0.0343,7.07e-06,0,7,175238,0.00383,85
Romantic Homicide,d4vd,other,85,0.544,132.052,0.571,-10.613,0.322,0.216,0.0299,0.00805,1,6,132631,0.453,85
New Woman (feat. ROSALÍA),"LISA, ROSALÍA",hype,85,0.854,140.515,0.477,-4.715,0.065,0.314,0.275,0.0,1,7,179790,0.0858,85
Beautiful Things,Benson Boone,other,85,0.471,105.029,0.472,-5.692,0.14,0.219,0.0603,0.0,1,10,180304,0.151,85
Guess featuring billie eilish,"Charli xcx, Billie Eilish",other,85,0.667,130.019,0.776,-6.622,0.0761,0.618,0.0983,0.3,1,7,145219,0.0146,85
i like the way you kiss me,Artemas,happy,84,0.946,151.647,0.599,-4.263,0.0826,0.747,0.0447,0.0106,1,11,142515,0.000938,84
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",happy,84,0.855,127.986,0.638,-4.86,0.245,0.731,0.0264,0.0,1,7,178206,0.00757,84
Ransom,Lil Tecca,other,84,0.642,179.974,0.745,-6.257,0.0658,0.226,0.287,0.0,0,7,131240,0.0204,84
KEEP UP,Odetari,hype,84,0.829,139.198,0.476,-3.806,0.167,0.505,0.0658,0.00916,0,10,133227,0.0172,84
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",other,84,0.552,144.941,0.64,-5.679,0.119,0.112,0.129,0.0,1,2,228267,0.0215,84
one of wun,Gunna,other,84,0.453,139.943,0.915,-4.589,0.104,0.287,0.27,0.000163,0,10,144000,0.0872,84
I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",other,83,0.787,119.996,0.704,-6.751,0.159,0.31,0.0462,0.00538,0,11,214000,0.00926,83
Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",other,83,0.618,126.031,0.853,-10.833,0.0972,0.32,0.0923,0.89,1,6,145599,0.633,83
I Can Do It With a Broken Heart,Taylor Swift,other,83,0.751,129.994,0.701,-8.39,0.15,0.22,0.0502,0.0,1,0,218005,0.123,83
Apple,Charli xcx,happy,83,0.957,126.035,0.804,-5.452,0.114,0.962,0.034,0.0174,1,0,151740,0.125,83
Hope,XXXTENTACION,other,82,0.457,146.04,0.592,-6.081,0.146,0.225,0.0603,0.000331,0,9,110886,0.661,82
Happier,"Marshmello, Bastille",happy,82,0.792,100.011,0.687,-2.749,0.167,0.671,0.0452,0.0,1,5,214290,0.191,82
Like That,"Future, Metro Boomin, Kendrick Lamar",other,83,0.676,162.012,0.814,-4.67,0.119,0.312,0.231,1.28e-05,0,11,267707,0.00709,83
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",other,82,0.522,89.96,0.755,-4.368,0.0685,0.925,0.0575,0.0,1,2,157560,0.533,82
fukumean,Gunna,other,82,0.622,130.001,0.847,-6.747,0.285,0.22,0.0903,0.0,0,1,125040,0.119,82
Belong Together,Mark Ambor,other,82,0.668,90.969,0.646,-5.203,0.212,0.64,0.0282,0.0,1,2,148318,0.491,82
redrum,21 Savage,other,81,0.733,172.09,0.625,-8.757,0.375,0.244,0.0488,0.000983,1,2,270698,0.00598,81
WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",other,82,0.642,83.389,0.463,-4.474,0.0686,0.339,0.34,0.0,1,1,189893,0.314,82
Miles On It,"Marshmello, Kane Brown",happy,81,0.761,129.963,0.634,-4.752,0.549,0.785,0.0472,0.0,1,5,168454,0.00537,81
Moonlight,XXXTENTACION,romantic,81,0.537,128.009,0.921,-5.723,0.102,0.711,0.0804,0.00404,0,9,135090,0.556,81
Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",happy,81,0.745,165.995,0.808,-5.26,0.292,0.829,0.342,0.0,0,10,210800,0.145,81
Addicted,"Zerb, The Chainsmokers, Ink",other,81,0.741,120.064,0.771,-7.132,0.111,0.19,0.0374,0.000163,0,5,152250,0.0245,81
on one tonight,Gunna,happy,82,0.727,130.035,0.887,-4.318,0.213,0.932,0.135,1.16e-06,0,4,90760,0.381,82
Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",hype,81,0.95,150.019,0.673,-5.149,0.398,0.563,0.0488,0.0823,1,11,140000,0.0229,81
360,Charli xcx,happy,81,0.62,120.042,0.857,-8.13,0.0934,0.796,0.0472,0.244,1,0,133805,0.646,81
Houdini,Eminem,happy,81,0.887,127.003,0.936,-2.76,0.0582,0.889,0.0683,1.88e-06,0,9,227239,0.0292,81
we can't be friends (wait for your love),Ariana Grande,other,81,0.646,115.842,0.645,-8.334,0.074,0.295,0.0427,3.04e-05,1,5,228639,0.0615,81
The Box,Roddy Ricch,romantic,81,0.586,116.971,0.896,-6.687,0.79,0.642,0.0559,0.0,0,10,196653,0.104,81
Lovin On Me,Jack Harlow,romantic,81,0.558,104.983,0.943,-4.911,0.0937,0.606,0.0568,2.19e-06,1,2,138411,0.0026,81
XO Tour Llif3,Lil Uzi Vert,other,81,0.75,155.096,0.732,-6.366,0.109,0.401,0.231,0.0,0,11,182707,0.00264,81
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",happy,81,0.764,140.113,0.882,-5.241,0.119,0.886,0.204,0.0,1,11,140733,0.359,81
Where Are You Now,"Lost Frequencies, Calum Scott",other,81,0.632,121.031,0.762,-8.312,0.18,0.282,0.085,0.000205,0,6,149067,0.51,81
2055,Sleepy Hallow,romantic,80,0.512,80.511,0.829,-5.865,0.12,0.638,0.187,0.0,0,6,123987,0.492,80
Mood (feat. iann dior),"24kGoldn, iann dior",happy,80,0.716,91.007,0.701,-3.671,0.324,0.732,0.0361,0.0,0,7,140533,0.174,80
SLAY!,Eternxlkz,hype,80,0.773,129.923,0.681,-4.706,0.0978,0.504,0.0345,0.734,1,1,107077,0.0863,80
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",other,80,0.673,165.921,0.529,-4.711,0.093,0.366,0.175,2.41e-06,1,0,218365,0.000307,80
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",romantic,79,0.583,116.624,0.709,-5.298,0.195,0.533,0.204,2.97e-06,0,5,182667,0.138,79
You & Me - Rivo Remix,"Disclosure, Eliza Doolittle, Rivo",other,79,0.797,122.011,0.702,-6.635,0.179,0.0356,0.0557,0.495,0,10,208525,0.583,79
Sprinter,"Dave, Central Cee",happy,79,0.681,139.057,0.918,-4.705,0.0615,0.706,0.201,0.0,1,1,229133,0.263,79
Somedays,"Sonny Fodera, Jazzy, D.O.D",other,79,0.753,127.926,0.671,-6.045,0.177,0.543,0.0298,1.29e-05,0,4,207168,0.019,79
Back On 74,Jungle,other,79,0.761,146.003,0.62,-7.282,0.269,0.194,0.175,0.000147,0,10,209483,0.207,79
DEVIL IS A LIE,Tommy Richman,romantic,78,0.452,90.026,0.904,-7.272,0.115,0.613,0.132,0.0,1,9,130944,0.174,78
Whatever She Wants,Bryson Tiller,other,78,0.512,96.02,0.803,-6.871,0.0928,0.435,0.066,0.0,0,9,161342,0.128,78
euphoria,Kendrick Lamar,other,78,0.643,139.948,0.831,-5.002,0.084,0.142,0.11,0.0,1,1,383639,0.046,78
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",other,78,0.567,75.965,0.574,-7.126,0.258,0.526,0.465,0.0,0,7,229938,0.164,78
Feel It - From The Original Series “Invincible”,d4vd,other,78,0.593,120.509,0.565,-5.864,0.215,0.429,0.0883,0.0,1,8,157974,0.0288,78
Push Up - Main Edit,Creeds,other,77,0.83,75.023,0.767,-8.78,0.0582,0.187,0.206,0.836,1,7,139300,0.209,77
Strangers,Kenya Grace,other,77,0.523,169.982,0.628,-8.307,0.219,0.416,0.0946,0.00274,0,11,172965,0.701,77
BACKBONE,"Chase & Status, Stormzy",other,77,0.934,88.009,0.777,-0.959,0.275,0.637,0.254,3.86e-05,1,2,166449,0.285,77
FUNKED UP - SLOWED,"xxanteria, isq",happy,77,0.927,109.952,0.755,0.254,0.0567,0.702,0.0645,0.925,0,11,115348,0.00288,77
Too Sweet,Hozier,happy,77,0.62,117.038,0.741,-5.505,0.0398,0.934,0.0412,0.000809,1,10,251424,0.0295,77
Montagem Mysterious Game,LXNGVX,other,77,0.64,130.051,0.537,-10.441,0.157,0.222,0.104,0.878,1,1,103495,0.146,77
TUCA DONKA,"CURSEDEVIL, DJ FKU, Skorde",hype,77,0.963,130.028,0.817,-3.318,0.312,0.502,0.0353,0.767,1,1,75692,0.0683,77
Paint The Town Red,Doja Cat,happy,77,0.556,99.974,0.864,-7.683,0.112,0.726,0.194,3.85e-06,0,2,230480,0.255,77
MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",happy,77,0.803,130.028,0.877,-3.195,0.087,0.795,0.0507,0.056,1,9,61673,0.734,77
Doja,Central Cee,happy,77,0.573,140.04,0.911,-7.43,0.403,0.972,0.288,0.0,1,6,97393,0.38,77
Somebody (2024),"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",other,77,0.629,130.017,0.848,-6.198,0.049,0.586,0.0424,0.18,1,0,153519,0.016,77
Whatever,"Kygo, Ava Max",other,76,0.777,108.005,0.58,-5.69,0.342,0.589,0.0655,0.0,1,3,178273,0.104,76
ONE CALL,Rich Amiri,other,76,0.539,158.105,0.65,-7.281,0.114,0.253,0.0561,2.67e-05,1,1,121399,0.00617,76
IDGAF (feat. Yeat),"Drake, Yeat",other,76,0.672,136.902,0.673,-8.577,0.193,0.14,0.224,0.000284,1,8,260111,0.0466,76
Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull",happy,76,0.818,125.952,0.687,-4.221,0.248,0.886,0.0778,0.0,1,0,165753,0.0112,76
Agora Hills,Doja Cat,other,76,0.687,123.01,0.755,-6.247,0.125,0.381,0.101,0.000177,0,8,265360,0.183,76
CUTE DEPRESSED,Dyan Dxddy,happy,76,0.919,151.221,0.83,-2.12,0.0757,0.848,0.145,0.748,0,10,96947,0.503,76
BRODYAGA FUNK,Eternxlkz,other,75,0.738,130.0,0.593,-2.956,0.292,0.591,0.0351,0.968,0,11,134785,0.269,75
LOVELY BASTARDS,"ZWE1HVNDXR, yatashigang",happy,75,0.81,150.251,0.613,-6.16,0.137,0.686,0.488,0.899,1,1,116104,0.832,75
Boyz In Paris (with VINAI),"Marnik, Naeleck, VINAI",hype,75,0.967,149.036,0.628,-4.068,0.274,0.399,0.0485,4.67e-05,1,1,151589,0.0398,75
Watch This - ARIZONATEARS Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",other,75,0.897,129.975,0.686,-7.18,0.153,0.355,0.0386,0.103,0,11,163139,0.0103,75
10:35,"Tiësto, Tate McRae",happy,75,0.793,120.003,0.696,-5.733,0.18,0.698,0.097,3.78e-06,1,8,172253,0.0683,75
TOO COOL TO BE CARELESS,PAWSA,happy,74,0.781,128.001,0.805,-7.225,0.0598,0.818,0.0434,0.302,0,1,220000,0.002,74
Automotivo Bibi Fogosa,"Bibi Babydoll, Dj Brunin XM, KZA Produções",happy,74,0.848,135.048,0.721,-3.371,0.097,0.774,0.0266,2.11e-06,1,9,129800,0.26,74
Bones,Imagine Dragons,other,74,0.742,114.071,0.773,-3.678,0.0754,0.571,0.046,0.0,0,5,165265,0.0206,74
Tailor Swif,A$AP Rocky,other,74,0.527,77.499,0.824,-5.506,0.368,0.212,0.118,0.0,1,8,155391,0.149,74
First Person Shooter (feat. J. Cole),"Drake, J. Cole",other,74,0.655,163.997,0.475,-7.342,0.375,0.245,0.33,0.0,0,11,247444,0.0306,74
Atmosphere,"FISHER, Kita Alexander",happy,73,0.895,125.985,0.762,-4.562,0.204,0.757,0.0734,0.142,1,8,182857,0.00623,73
9mm,"Memphis Cult, Groove Dealers, SPLYXER",hype,73,0.915,154.964,0.737,-2.749,0.084,0.304,0.0412,2.58e-05,1,0,86710,0.00322,73
edamame,"bbno$, Rich Brian",happy,73,0.85,106.036,0.815,-4.704,0.0245,0.694,0.113,0.000143,0,4,133707,0.0232,73
Breathe,Yeat,other,73,0.546,118.051,0.76,-13.092,0.103,0.113,0.0616,0.924,1,11,170847,0.0284,73
GOOD LOYAL THOTS,Odetari,hype,73,0.86,146.441,0.585,-5.274,0.18,0.607,0.116,0.000142,1,6,102557,0.0566,73
Let's Go,Key Glock,other,73,0.636,75.486,0.654,-6.904,0.412,0.267,0.0845,0.0,1,8,140107,0.00258,73
GODS,"League of Legends, NewJeans",hype,73,0.765,145.988,0.588,-5.914,0.2,0.492,0.0518,3.23e-05,0,3,220878,0.00685,73
née-nah,"21 Savage, Travis Scott, Metro Boomin",other,73,0.758,165.409,0.681,-6.524,0.555,0.331,0.188,0.0,1,1,220584,0.00465,73
Fi Kan We Kan,"Bnxn, Rema",other,71,0.683,145.379,0.501,-7.881,0.0685,0.623,0.211,9.25e-05,0,6,161379,0.109,71
Stronger,Young Jonn,other,70,0.819,110.14,0.726,-7.094,0.27,0.636,0.106,9.65e-05,1,8,141818,0.477,70
Are you there?,Ayo Maff,other,69,0.529,112.014,0.782,-8.626,0.413,0.44,0.0592,1.42e-06,1,0,156429,0.509,69
MMS,"Asake, Wizkid",other,72,0.634,101.837,0.502,-3.367,0.188,0.645,0.144,0.0341,0,8,219628,0.677,72
OZEBA,Rema,happy,68,0.841,147.989,0.754,-4.563,0.0903,0.838,0.0921,0.0,1,2,137684,0.136,68
PUSH 2 START,Tyla,happy,78,0.814,93.482,0.683,-3.505,0.0858,0.758,0.0466,0.00826,1,2,156826,0.277,78
Awuke,"Davido, YG Marley",happy,76,0.792,113.981,0.749,-4.621,0.0712,0.903,0.0402,1.63e-05,1,5,172632,0.308,76
Constantly,"Hyce, BoyPee, Brown Joel",happy,68,0.705,197.98,0.374,-8.37,0.14,0.718,0.145,0.0,1,11,193567,0.172,68
Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",happy,77,0.648,93.2,0.737,-5.493,0.105,0.746,0.138,6.92e-06,1,1,259354,0.252,77
JUJU (feat. Shallipopi),"Smur Lee, ODUMODUBLVCK, Shallipopi",other,71,0.719,113.012,0.897,-7.164,0.0677,0.546,0.157,0.000531,0,6,157756,0.116,71
alone - Remix,"FOLA, Bnxn",other,68,0.52,95.865,0.578,-8.399,0.124,0.425,0.151,3.38e-06,0,11,154579,0.554,68
Dealer,"Ayo Maff, Fireboy DML",other,68,0.651,67.813,0.49,-6.259,0.108,0.567,0.138,7.59e-06,1,11,180594,0.714,68
アイドル,YOASOBI,happy,72,0.935,166.008,0.574,-2.783,0.367,0.836,0.0926,1.07e-06,1,1,213234,0.112,72
KICK BACK,Kenshi Yonezu,other,72,0.941,101.921,0.577,-5.17,0.0891,0.292,0.105,3.36e-06,1,1,193495,0.00207,72
ライラック,Mrs. GREEN APPLE,happy,77,0.794,149.923,0.531,-4.363,0.082,0.775,0.0964,0.0,1,10,288200,0.0176,77
青のすみか,Tatsuya Kitani,hype,71,0.898,151.99,0.479,-4.809,0.297,0.639,0.169,0.0,1,1,196467,0.0134,71
Bling-Bang-Bang-Born,Creepy Nuts,happy,80,0.822,157.013,0.853,-6.836,0.166,0.746,0.246,0.00985,0,6,168136,0.0841,80
カーテンコール,Yuuri,happy,73,0.905,141.131,0.545,-3.823,0.182,0.735,0.0684,0.0,1,5,243027,0.103,73
晴る,ヨルシカ,happy,70,0.571,101.955,0.695,-6.249,0.118,0.726,0.111,3.58e-06,0,11,270705,0.032,70
Nobody - from Kaiju No. 8,OneRepublic,happy,69,0.811,139.959,0.693,-5.765,0.106,0.944,0.0313,0.0,1,5,153626,0.395,69
Abyss - from Kaiju No. 8,YUNGBLUD,angry,68,0.808,115.063,0.576,-4.241,0.127,0.172,0.0407,0.0,1,1,123293,0.00615,68
絆ノ奇跡,"MAN WITH A MISSION, milet",hype,68,0.951,169.955,0.436,-4.748,0.149,0.428,0.202,0.0,0,7,223320,0.0046,68
タイムパラドックス,Vaundy,other,68,0.514,82.05,0.829,-5.333,0.231,0.757,0.0531,1.45e-06,1,2,226558,0.439,68
Master Of Puppets,Metallica,other,75,0.836,105.173,0.543,-9.11,0.153,0.56,0.0353,0.431,0,4,515387,0.000647,75
The Trooper - 2015 Remaster,Iron Maiden,happy,71,0.908,159.756,0.285,-4.601,0.311,0.669,0.0705,0.00909,0,4,252733,0.0318,71
Walk,Pantera,happy,73,0.704,118.242,0.43,-8.008,0.0933,0.703,0.0804,0.00221,0,1,315120,0.000155,73
Chop Suey!,System Of A Down,hype,83,0.934,127.066,0.417,-3.908,0.132,0.287,0.119,0.0015,0,7,210240,0.000278,83
Blind,Korn,other,68,0.891,92.049,0.283,-8.165,0.159,0.226,0.178,0.0038,1,2,258267,0.00678,68
One,Metallica,other,72,0.695,102.178,0.437,-9.447,0.124,0.413,0.0617,0.0857,1,7,447440,0.00111,72
Mother,Danzig,other,69,0.763,148.366,0.365,-9.45,0.0865,0.342,0.0591,0.000457,0,11,204867,0.00726,69
Cowboys from Hell,Pantera,other,71,0.908,114.816,0.415,-9.701,0.082,0.437,0.0765,0.0345,1,2,243533,0.00437,71
Duality,Slipknot,hype,80,0.982,143.772,0.354,-3.026,0.204,0.194,0.168,0.000294,0,4,252613,0.000237,80
Enter Sandman,Metallica,other,79,0.828,123.257,0.577,-8.691,0.0581,0.604,0.0298,0.0114,0,6,331267,0.00213,79
Hail to the King,Avenged Sevenfold,happy,75,0.916,118.004,0.58,-4.358,0.126,0.683,0.0387,0.0259,0,3,305907,0.000297,75
Freak On a Leash,Korn,other,77,0.898,103.299,0.353,-5.877,0.39,0.525,0.052,0.105,1,2,255733,2.23e-05,77
Dragula,Rob Zombie,other,77,0.963,125.033,0.59,-6.489,0.0781,0.586,0.0676,0.000105,0,0,222827,8.75e-05,77
Nightmare,Avenged Sevenfold,hype,70,0.949,129.984,0.554,-4.928,0.2,0.233,0.0787,9.98e-05,1,2,374453,0.000318,70
My Own Summer (Shove It),Deftones,angry,77,0.781,71.841,0.443,-4.277,0.166,0.372,0.0377,0.205,1,1,214760,1.33e-05,77
Schism,TOOL,other,68,0.714,107.441,0.567,-8.512,0.186,0.191,0.0302,0.417,0,9,403533,0.0012,68
"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",happy,76,0.821,94.895,0.669,-4.37,0.147,0.684,0.29,0.0,0,11,237573,0.00182,76
Could You Be Loved,Bob Marley & The Wailers,happy,79,0.72,103.314,0.916,-8.548,0.0958,0.761,0.1,0.00016,1,0,237000,0.36,79
Welcome To Jamrock,Damian Marley,happy,68,0.661,76.71,0.836,-6.502,0.449,0.753,0.338,0.0,0,7,213200,0.0208,68
Murder She Wrote,Chaka Demus & Pliers,happy,68,0.733,95.107,0.883,-9.153,0.334,0.946,0.128,0.00026,0,11,245000,0.161,68
Buffalo Soldier,Bob Marley & The Wailers,other,70,0.463,124.084,0.929,-8.651,0.0634,0.755,0.308,5.3e-06,1,9,255840,0.143,70
Still D.R.E.,"Dr. Dre, Snoop Dogg",other,81,0.775,93.431,0.816,-3.323,0.0543,0.527,0.234,0.00031,1,11,270587,0.16,81
Hypnotize - 2014 Remaster,The Notorious B.I.G.,happy,78,0.697,93.941,0.901,-3.439,0.287,0.67,0.28,0.0,1,9,229827,0.145,78
Doo Wop (That Thing),Ms. Lauryn Hill,other,74,0.505,99.935,0.535,-8.926,0.0923,0.495,0.245,0.0,0,2,320267,0.0393,74
Do For Love,2Pac,happy,74,0.63,95.0,0.874,-3.585,0.0582,0.717,0.298,0.00479,1,1,281600,0.0578,74
"Shook Ones, Pt. II",Mobb Deep,other,74,0.786,93.857,0.763,-6.472,0.0817,0.504,0.229,0.0114,0,10,325507,0.0146,74
I Got 5 On It,"Luniz, Michael Marshall",other,73,0.706,174.039,0.584,-7.899,0.125,0.579,0.366,0.0,0,10,253533,0.209,73
Still Not a Player (feat. Joe) - Radio Version,"Big Pun, Joe",happy,72,0.62,94.121,0.9,-6.518,0.0647,0.867,0.312,0.00156,0,4,236800,0.2,72
Juicy - 2005 Remaster,The Notorious B.I.G.,happy,73,0.818,96.063,0.889,-4.639,0.179,0.782,0.253,0.0,1,9,302760,0.47,73
"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg",happy,76,0.821,94.895,0.669,-4.37,0.147,0.684,0.29,0.0,0,11,237573,0.00182,76
